order_id,order_timestamp,customer_id,sku,category,channel,price_usd,qty,discount_pct,status,city,state,country,order_amount_usd
O100420,2025-06-17 12:02:40,C0403,S-82853U,Home,Marketplace,85.58,1,0.21,completed,Seattle,WA,USA,67.61
O100743,2025-06-17 12:03:21,C0293,S-LOM539,Electronics,Social,39.47,5,0.22,processing,Seattle,WA,USA,153.93
O100981,2025-06-17 12:17:13,C0158,S-09JRNA,Apparel,Social,44.0,1,,cancelled,Phoenix,AZ,USA,44.0
O100691,2025-06-17 12:27:30,C0271,S-BOS076,Sports,Search,144.13,2,0.08,completed,San Francisco,CA,USA,265.2
O101056,2025-06-17 12:57:29,C0462,S-K7917X,Electronics,Search,99.41,5,0.24,returned,Austin,TX,USA,377.76
O101088,2025-06-17 13:05:50,C0425,S-QFMUIW,Sports,Search,28.92,2,0.3,completed,Denver,CO,USA,40.49
O101333,2025-06-17 13:29:27,C0011,S-W487KN,Home,Search,84.44,5,0.12,completed,Seattle,WA,USA,371.54
O100776,2025-06-17 16:25:35,C0123,S-3VAH6N,Electronics,Direct,66.26,5,0.09,completed,Boston,MA,USA,301.48
O100660,2025-06-17 16:37:57,C0373,S-I87XW6,sports,Search,23.09,2,0.2,completed,Austin,TX,USA,36.94
O101074,2025-06-17 17:20:33,C0469,S-XE0JDC,beauty,Social,21.54,4,,completed,San Francisco,CA,USA,86.16
O101362,2025-06-17 17:40:55,C0446,S-UEBHK0,Apparel,Direct,13.47,5,0.0,completed,San Francisco,CA,USA,67.35
O100844,2025-06-17 18:56:57,C0209,S-EHFU4B,Sports,Email,42.86,4,,completed,Los Angeles,CA,USA,171.44
O101300,2025-06-17 20:39:29,C0357,S-KFCR6C,Beauty,Direct,23.03,5,,completed,Boston,MA,USA,115.15
O101119,2025-06-18 00:30:34,C0257,S-1DE1E1,Sports,Affiliate,29.92,5,0.24,completed,Denver,CO,USA,113.7
O100966,2025-06-18 00:58:05,C0471,S-2NZ7VE,Electronics,Search,200.74,3,0.16,completed,Denver,CO,USA,505.86
O100442,2025-06-18 02:34:34,C0159,S-IDLOFA,Home,Social,166.35,5,0.2,completed,Chicago,IL,USA,665.4
O101036,2025-06-18 03:07:58,C0003,S-JVLCG1,Electronics,Affiliate,65.54,3,0.0,completed,Austin,TX,USA,196.62
O100847,2025-06-18 03:08:20,C0146,S-BF4HET,Home,Search,58.19,1,,completed,Denver,CO,USA,58.19
O100094,2025-06-18 06:25:52,C0425,S-LPU0DK,Beauty,Search,34.79,2,0.19,completed,Los Angeles,CA,USA,56.36
O100073,2025-06-18 06:56:38,C0252,S-CBPLJD,Sports,Affiliate,80.94,5,0.13,completed,San Francisco,CA,USA,352.09
O100225,2025-06-18 09:06:53,C0447,S-1KICJN,Beauty,Search,18.76,4,0.17,completed,Miami,FL,USA,62.28
O101226,2025-06-18 09:40:07,C0068,S-H1TLOM,Beauty,Affiliate,32.6,3,,returned,Miami,FL,USA,97.8
O100172,2025-06-18 11:13:54,C0128,S-O2M71H,Home,Email,44.86,2,0.03,completed,Austin,TX,USA,87.03
O100285,2025-06-18 11:21:04,C0330,S-D3KZVH,Sports,Search,87.17,2,0.06,completed,Miami,FL,USA,163.88
O100471,2025-06-18 11:44:38,C0379,S-3DXB3N,Beauty,Marketplace,20.39,3,0.19,completed,Denver,CO,USA,49.55
O101271,2025-06-18 12:57:28,C0380,S-7XKWQ0,Home,Social,75.62,2,0.16,completed,Boston,MA,USA,127.04
O100786,2025-06-18 13:09:12,C0256,S-F34GAD,Electronics,Email,66.61,4,0.1,completed,New York,NY,USA,239.8
O100771,2025-06-18 15:25:04,C0295,S-10Q2LG,beauty,Social,23.55,5,0.0,completed,Boston,MA,USA,117.75
O100769,2025-06-18 15:30:14,C0283,S-6AK32O,Apparel,Email,14.76,2,0.21,completed,Boston,MA,USA,23.32
O100030,2025-06-18 16:26:39,C0012,S-ME9FPZ,Home,Search,59.54,1,0.03,processing,Austin,TX,USA,57.75
O101183,2025-06-18 17:45:32,C0465,S-DUEFS4,Home,Email,70.12,4,0.07,completed,Seattle,WA,USA,260.85
O101409,2025-06-18 18:21:59,C0257,S-6FYEY3,Apparel,Social,38.68,4,0.25,completed,Boston,MA,USA,116.04
O101199,2025-06-18 18:46:48,C0409,S-4TEVWL,Apparel,Marketplace,31.73,4,0.23,completed,Los Angeles,CA,USA,97.73
O100496,2025-06-18 19:29:25,C0333,S-18GP51,Electronics,Search,91.9,2,0.0,completed,San Francisco,CA,USA,183.8
O101224,2025-06-18 20:56:22,C0047,S-HGWLKO,Electronics,Direct,82.31,5,0.17,cancelled,Miami,FL,USA,341.59
O101303,2025-06-18 21:13:27,C0059,S-VBMQQ7,Beauty,Marketplace,44.6,1,,completed,Boston,MA,USA,44.6
O100781,2025-06-18 21:22:10,C0398,S-O34OGW,Apparel,Direct,51.79,4,0.04,completed,Phoenix,AZ,USA,198.87
O100508,2025-06-18 22:44:24,C0450,S-79KVLS,Sports,Direct,37.77,1,0.22,completed,Phoenix,AZ,USA,29.46
O101286,2025-06-19 00:21:25,C0253,S-GWY7D7,Sports,Search,68.27,4,0.03,completed,Chicago,IL,USA,264.89
O100034,2025-06-19 03:08:17,C0278,S-J2D54I,Beauty,Email,30.03,2,0.08,completed,Seattle,WA,USA,55.26
O100577,2025-06-19 03:49:50,C0444,S-NHQR6F,Sports,Direct,32.95,5,0.0,completed,Austin,TX,USA,164.75
O100414,2025-06-19 04:36:39,C0460,S-OW23QV,Electronics,Search,57.21,5,0.19,completed,Phoenix,AZ,USA,231.7
O101269,2025-06-19 10:04:00,C0449,S-OTWG7N,Electronics,Search,380.33,2,0.2,completed,Denver,CO,USA,608.53
O100790,2025-06-19 10:09:16,C0071,S-H523GG,Apparel,Search,24.37,5,0.12,completed,Los Angeles,CA,USA,107.23
O100603,2025-06-19 11:16:48,C0069,S-F4NNKM,Sports,Affiliate,41.17,1,,completed,Boston,MA,USA,41.17
O101141,2025-06-19 11:34:18,C0367,S-H9UGF1,Beauty,Direct,32.1,3,0.24,completed,Seattle,WA,USA,73.19
O100505,2025-06-19 13:34:03,C0103,S-VYV2GQ,Home,Marketplace,111.93,4,0.12,completed,Chicago,IL,USA,393.99
O100045,2025-06-19 14:51:57,C0217,S-9V86WZ,Home,Affiliate,61.08,1,0.15,completed,Austin,TX,USA,51.92
O100307,2025-06-19 15:46:52,C0468,S-FDHGZZ,Beauty,Search,15.24,4,0.15,completed,Seattle,WA,USA,51.82
O100795,2025-06-19 15:51:45,C0476,S-A6QS0S,Beauty,Search,20.52,2,0.16,completed,New York,NY,USA,34.47
O101317,2025-06-19 19:27:12,C0155,S-HKBXPN,Beauty,Marketplace,23.5,5,0.1,completed,Denver,CO,USA,105.75
O100350,2025-06-19 20:39:39,C0315,S-2X2EZC,Sports,Search,52.83,5,0.0,completed,Phoenix,AZ,USA,264.15
O100489,2025-06-19 20:50:41,C0437,S-G4FBL9,Sports,Direct,77.37,2,,completed,Chicago,IL,USA,154.74
O100239,2025-06-19 23:06:12,C0422,S-MM2SMD,Beauty,Direct,26.46,5,0.01,completed,San Francisco,CA,USA,130.98
O100679,2025-06-20 00:03:13,C0009,S-HQNJVD,Apparel,Direct,36.21,3,0.18,completed,Denver,CO,USA,89.08
O101098,2025-06-20 02:16:50,C0405,S-O9ZJCU,Electronics,Social,69.29,1,0.1,completed,Phoenix,AZ,USA,62.36
O100158,2025-06-20 04:00:26,C0051,S-EHE2AT,Apparel,Affiliate,27.05,3,0.08,completed,Phoenix,AZ,USA,74.66
O100564,2025-06-20 04:19:05,C0055,S-838AMM,Beauty,Direct,30.23,4,0.0,completed,Los Angeles,CA,USA,120.92
O100650,2025-06-20 07:04:51,C0078,S-DHJO5C,Home,Social,68.09,5,0.0,completed,Los Angeles,CA,USA,340.45
O101018,2025-06-20 07:26:02,C0053,S-Z1B98V,Home,Search,29.28,5,0.26,completed,Austin,TX,USA,108.34
O100238,2025-06-20 07:59:25,C0407,S-QYYF9R,Electronics,Marketplace,41.98,2,0.04,completed,Austin,TX,USA,80.6
O100567,2025-06-20 09:17:59,C0199,S-GV3DR2,Electronics,Affiliate,244.82,3,0.27,completed,Denver,CO,USA,536.16
O101020,2025-06-20 09:18:16,C0279,S-7A2HVN,Home,Search,56.51,3,0.13,completed,Denver,CO,USA,147.49
O100488,2025-06-20 09:30:10,C0236,S-6P61XU,Electronics,Search,74.61,1,0.04,completed,New York,NY,USA,71.63
O101024,2025-06-20 13:23:14,C0427,S-9EOXXC,Sports,Search,48.5,2,0.2,completed,Miami,FL,USA,77.6
O101359,2025-06-20 13:57:19,C0145,S-AR2PZ6,Apparel,Email,50.7,4,0.0,completed,San Francisco,CA,USA,202.8
O101471,2025-06-20 14:16:27,C0068,S-OBQT0D,Sports,Email,77.66,5,0.12,completed,Seattle,WA,USA,341.7
O100991,2025-06-20 15:23:16,C0388,S-YHETKD,Home,Social,16.77,1,0.19,completed,Denver,CO,USA,13.58
O100480,2025-06-20 16:02:34,C0188,S-HT1TW9,Home,Social,95.67,3,0.14,completed,Los Angeles,CA,USA,246.83
O100497,2025-06-20 18:53:19,C0195,S-Y6QXDS,Electronics,Email,100.04,2,0.07,cancelled,Los Angeles,CA,USA,186.07
O100561,2025-06-20 18:59:52,C0007,S-B9XN4M,Beauty,Social,26.52,5,0.13,completed,Seattle,WA,USA,115.36
O101035,2025-06-20 19:00:31,C0174,S-PAABMW,Home,Direct,34.38,1,0.16,completed,New York,NY,USA,28.88
O100196,2025-06-20 22:27:13,C0082,S-OUUYLA,Electronics,Search,169.62,2,0.0,completed,New York,NY,USA,339.24
O101102,2025-06-20 23:14:22,C0126,S-ZNAXOY,Electronics,Search,190.8,1,0.13,completed,Austin,TX,USA,166.0
O100210,2025-06-20 23:38:49,C0123,S-TMJSRD,Sports,Email,41.12,2,0.04,returned,Seattle,WA,USA,78.95
O100054,2025-06-21 01:18:41,C0266,S-WIRE8Q,Electronics,Direct,204.46,4,0.07,completed,New York,NY,USA,760.59
O101289,2025-06-21 01:31:30,C0327,S-9MJ9XX,Apparel,Search,52.17,4,0.06,returned,Phoenix,AZ,USA,196.16
O100873,2025-06-21 01:47:28,C0480,S-WDBOLW,Electronics,Direct,53.49,4,,completed,Los Angeles,CA,USA,213.96
O100291,2025-06-21 03:13:32,C0372,S-RDNPX2,Electronics,Marketplace,188.42,1,0.0,completed,San Francisco,CA,USA,188.42
O100380,2025-06-21 05:04:23,C0474,S-81TWHW,Electronics,Social,99.81,1,0.0,returned,Seattle,WA,USA,99.81
O100485,2025-06-21 05:11:10,C0299,S-3W563B,Home,Direct,91.77,1,0.09,completed,Denver,CO,USA,83.51
O100375,2025-06-21 05:12:43,C0398,S-4K2TCZ,Home,Marketplace,83.66,3,0.19,completed,Los Angeles,CA,USA,203.29
O100261,2025-06-21 05:38:11,C0089,S-AREIYA,Home,Affiliate,83.81,1,0.21,processing,Denver,CO,USA,66.21
O100550,2025-06-21 07:09:35,C0401,S-DTM4VX,Electronics,Search,145.16,5,0.03,completed,Chicago,IL,USA,704.03
O100359,2025-06-21 07:15:52,C0374,S-ZE1HM3,Sports,Direct,21.43,1,0.2,completed,New York,NY,USA,17.14
O100022,2025-06-21 08:04:44,C0481,S-P89UZF,Electronics,Marketplace,35.44,2,0.04,completed,Los Angeles,CA,USA,68.04
O100875,2025-06-21 08:05:51,C0158,S-B0HQ6D,Electronics,Marketplace,77.37,3,0.03,completed,Chicago,IL,USA,225.15
O100585,2025-06-21 08:39:03,C0365,S-ZAWNYT,Electronics,Social,162.26,5,0.18,completed,Phoenix,AZ,USA,665.27
O100909,2025-06-21 09:01:56,C0384,S-T37SZP,Electronics,Marketplace,55.05,2,0.0,completed,Austin,TX,USA,110.1
O100884,2025-06-21 09:06:49,C0473,S-ITKX7J,Electronics,Affiliate,86.14,5,0.34,completed,Seattle,WA,USA,284.26
O100385,2025-06-21 10:10:02,C0480,S-RTEO2T,Sports,Search,50.14,3,0.13,completed,Miami,FL,USA,130.87
O101418,2025-06-21 11:23:01,C0311,S-AGE9NY,Beauty,Direct,29.68,3,0.16,completed,San Francisco,CA,USA,74.79
O100801,2025-06-21 11:26:07,C0281,S-0LZIGI,Electronics,Direct,122.72,4,0.16,completed,Chicago,IL,USA,412.34
O100464,2025-06-21 13:24:58,C0477,S-XU8UU0,Beauty,Email,24.0,2,0.15,completed,Denver,CO,USA,40.8
O101178,2025-06-21 15:04:52,C0224,S-35VUUP,Apparel,Email,49.61,1,0.0,completed,Los Angeles,CA,USA,49.61
O100952,2025-06-21 15:43:52,C0440,S-JR8MTK,Beauty,Email,13.85,4,0.11,completed,Denver,CO,USA,246.55
O100450,2025-06-21 16:33:24,C0417,S-N9I9H0,Electronics,Social,105.84,5,0.14,completed,Denver,CO,USA,455.11
O100498,2025-06-21 17:21:07,C0145,S-EOQGVZ,Electronics,Direct,87.51,3,0.22,completed,Austin,TX,USA,204.77
O100137,2025-06-21 18:56:58,C0482,S-9QKNS8,Beauty,Affiliate,21.55,3,0.19,completed,Chicago,IL,USA,52.37
O101319,2025-06-21 21:39:23,C0311,S-LABLRF,Beauty,Direct,45.1,4,,completed,Denver,CO,USA,180.4
O101129,2025-06-21 22:31:39,C0086,S-KBE0TO,Electronics,Email,76.8,3,0.11,completed,Austin,TX,USA,205.06
O101212,2025-06-22 00:31:42,C0388,S-K686QE,Sports,Search,54.74,5,0.07,completed,Los Angeles,CA,USA,254.54
O100150,2025-06-22 01:15:01,C0101,S-7S20CV,Beauty,Email,39.67,3,0.04,completed,New York,NY,USA,114.25
O100557,2025-06-22 02:07:46,C0082,S-VGRF1H,Home,Marketplace,14.53,2,0.18,completed,New York,NY,USA,23.83
O100469,2025-06-22 03:17:46,C0140,S-SUUDQF,Electronics,Affiliate,123.01,2,0.12,completed,Chicago,IL,USA,216.5
O101450,2025-06-22 03:56:14,C0466,S-UCBL11,Sports,Search,21.48,4,0.03,completed,Phoenix,AZ,USA,83.34
O100757,2025-06-22 04:03:51,C0265,S-6M9HKH,Electronics,Search,214.66,4,0.13,returned,Seattle,WA,USA,747.02
O100627,2025-06-22 04:35:51,C0322,S-V127MY,Sports,Marketplace,31.49,5,0.08,completed,Austin,TX,USA,144.85
O101198,2025-06-22 04:54:21,C0015,S-0GDMIP,Electronics,Marketplace,44.16,1,0.18,completed,Denver,CO,USA,36.21
O100202,2025-06-22 06:58:22,C0477,S-IBPT11,Electronics,Marketplace,145.99,3,0.15,completed,Phoenix,AZ,USA,372.27
O100462,2025-06-22 07:30:48,C0327,S-QXM063,Beauty,Search,18.22,2,0.03,completed,Los Angeles,CA,USA,35.35
O101447,2025-06-22 08:54:23,C0121,S-BK8EJN,Electronics,Direct,67.37,1,0.07,completed,New York,NY,USA,62.65
O101155,2025-06-22 09:42:51,C0097,S-HNNK8F,Home,Email,51.37,1,0.09,completed,Chicago,IL,USA,46.75
O101123,2025-06-22 14:05:58,C0026,S-FY4QCY,Electronics,Affiliate,84.14,5,0.06,completed,San Francisco,CA,USA,395.46
O101250,2025-06-22 14:56:59,C0398,S-7TNQET,Apparel,Direct,36.68,4,0.11,completed,Boston,MA,USA,130.58
O100084,2025-06-22 15:31:38,C0391,S-RBSV55,Apparel,Email,104.67,4,0.12,completed,Austin,TX,USA,368.44
O101096,2025-06-22 15:41:59,C0033,S-W57GN7,Sports,Search,70.89,3,0.0,completed,Seattle,WA,USA,212.67
O101321,2025-06-22 17:57:53,C0173,S-0ZR7FD,Electronics,Social,123.02,5,0.09,completed,Miami,FL,USA,559.74
O101126,2025-06-22 20:40:26,C0451,S-EGP15C,Electronics,Marketplace,207.35,4,0.17,completed,Chicago,IL,USA,688.4
O100305,2025-06-22 20:47:29,C0018,S-Q2BAJD,Apparel,Affiliate,12.44,2,0.03,completed,New York,NY,USA,24.13
O101017,2025-06-22 22:05:24,C0350,S-FT07X5,Electronics,Search,98.21,4,0.22,processing,Phoenix,AZ,USA,306.42
O101142,2025-06-22 23:34:32,C0321,S-PVLND5,Sports,Social,60.34,4,0.12,completed,Los Angeles,CA,USA,212.4
O101007,2025-06-23 01:18:36,C0352,S-B4FDD7,Apparel,Social,37.47,4,0.06,processing,,WA,USA,140.89
O100845,2025-06-23 01:19:50,C0273,S-G9XIB8,Sports,Direct,68.62,2,0.0,completed,Austin,TX,USA,137.24
O100548,2025-06-23 02:15:16,C0081,S-1EGOK0,Beauty,Email,36.52,2,0.07,completed,Denver,CO,USA,67.93
O100753,2025-06-23 03:20:11,C0126,S-PHH62M,Home,Social,26.08,5,0.0,processing,Phoenix,AZ,USA,130.4
O100547,2025-06-23 04:44:29,C0260,S-1ONX0G,Home,Affiliate,46.38,2,0.08,completed,Chicago,IL,USA,85.34
O101384,2025-06-23 04:44:52,C0420,S-OPF541,Electronics,Social,61.27,1,,completed,Boston,MA,USA,61.27
O100569,2025-06-23 05:00:57,C0273,S-J1GNFI,Home,Search,31.76,1,0.1,completed,Phoenix,AZ,USA,28.58
O100833,2025-06-23 05:18:18,C0481,S-40K36F,Electronics,Direct,108.78,3,0.01,completed,Boston,MA,USA,323.08
O100003,2025-06-23 05:56:56,C0273,S-V30T9N,Home,Affiliate,41.23,3,0.04,completed,Miami,FL,USA,118.74
O100100,2025-06-23 06:27:55,C0046,S-Y08P0F,Apparel,Search,57.05,4,0.02,completed,Denver,CO,USA,223.64
O100360,2025-06-23 07:01:19,C0218,S-BFFZZD,Home,Search,23.14,3,0.0,processing,Denver,CO,USA,69.42
O100980,2025-06-23 07:41:07,C0192,S-YKIS11,Electronics,Affiliate,61.72,2,0.17,completed,Boston,MA,USA,102.46
O100461,2025-06-23 08:42:39,C0132,S-SZJNVC,Sports,Search,55.52,3,0.18,completed,New York,NY,USA,136.58
O101436,2025-06-23 10:41:25,C0133,S-ULTHYC,Home,Marketplace,27.89,3,0.12,completed,Austin,TX,USA,73.63
O101223,2025-06-23 14:03:05,C0377,S-XPQ5BO,Beauty,Social,38.91,3,0.22,completed,San Francisco,CA,USA,455.25
O101324,2025-06-23 16:20:29,C0242,S-B4IBHI,Electronics,Affiliate,59.58,4,0.04,completed,Miami,FL,USA,228.79
O101168,2025-06-23 16:51:40,C0304,S-SWE1GA,Sports,Email,20.37,3,0.06,completed,Austin,TX,USA,57.44
O101173,2025-06-23 18:48:44,C0213,S-QPOP1O,Sports,Direct,47.37,5,0.19,completed,Boston,MA,USA,191.85
O100042,2025-06-23 19:11:15,C0132,S-YIHAIR,Beauty,Search,22.93,1,0.0,completed,Phoenix,AZ,USA,22.93
O101498,2025-06-23 20:09:16,C0289,S-N1TCJF,Electronics,Social,29.76,4,0.12,completed,Chicago,IL,USA,104.76
O100816,2025-06-23 21:13:50,C0394,S-AJ8X2B,Electronics,Social,98.13,3,0.12,completed,Los Angeles,CA,USA,259.06
O101166,2025-06-23 21:54:01,C0372,S-ZPXVW1,Sports,Search,32.27,1,0.06,completed,Chicago,IL,USA,30.33
O101351,2025-06-23 23:01:25,C0037,S-9RMJR2,Beauty,Social,44.47,4,0.1,completed,Phoenix,AZ,USA,160.09
O100112,2025-06-24 00:51:12,C0248,S-YO57P6,Electronics,Direct,76.86,1,0.18,completed,New York,NY,USA,63.03
O100642,2025-06-24 00:53:25,C0242,S-RX37JW,Beauty,Affiliate,22.03,2,0.1,cancelled,Phoenix,AZ,USA,39.65
O101234,2025-06-24 01:46:19,C0225,S-4UW590,Beauty,Marketplace,24.86,5,0.05,completed,Chicago,IL,USA,118.08
O100512,2025-06-24 01:56:38,C0138,S-0WBGLM,Home,Marketplace,18.52,1,0.1,completed,Austin,TX,USA,16.67
O101255,2025-06-24 01:58:18,C0186,S-LV6TX0,Home,Search,128.32,5,0.21,completed,Seattle,WA,USA,506.86
O100011,2025-06-24 05:58:07,C0417,S-KFAZZ8,Beauty,Email,24.84,1,0.13,completed,Chicago,IL,USA,21.61
O101063,2025-06-24 06:06:53,C0471,S-840ACU,Electronics,Search,524.59,4,0.11,completed,Chicago,IL,USA,1867.54
O101366,2025-06-24 06:11:45,C0406,S-3O1BLO,Electronics,Social,60.03,4,0.05,completed,Boston,MA,USA,228.11
O100793,2025-06-24 07:28:05,C0147,S-R9Z27U,Electronics,Search,140.35,3,0.03,completed,Denver,CO,USA,408.42
O101422,2025-06-24 07:29:27,C0123,S-3MSKZO,Beauty,Search,38.33,3,0.0,processing,Chicago,IL,USA,114.99
O100595,2025-06-24 07:39:15,C0191,S-NK4FK8,Home,Search,83.7,1,0.22,completed,Austin,TX,USA,65.29
O100852,2025-06-24 10:58:59,C0073,S-ND7G0L,Beauty,Email,25.68,3,,completed,Phoenix,AZ,USA,77.04
O100951,2025-06-24 11:07:39,C0277,S-BASF5E,Electronics,Direct,64.71,1,0.09,completed,Austin,TX,USA,58.89
O100342,2025-06-24 12:33:58,C0092,S-B9XXAY,Apparel,Direct,30.17,2,0.13,completed,Boston,MA,USA,52.5
O100290,2025-06-24 13:10:40,C0309,S-HGK5BW,Electronics,Direct,45.22,1,0.27,completed,Los Angeles,CA,USA,33.01
O100900,2025-06-24 13:42:54,C0049,S-Q293EP,Beauty,Search,12.09,1,0.1,completed,Austin,TX,USA,10.88
O100604,2025-06-24 14:34:41,C0099,S-0OPF06,Beauty,Direct,26.19,3,0.25,returned,,AZ,USA,58.93
O100227,2025-06-24 15:40:44,C0202,S-DDTV25,Electronics,Direct,240.61,5,0.19,completed,Los Angeles,CA,USA,974.47
O100588,2025-06-24 15:58:23,C0158,S-IER7U8,Electronics,Social,101.19,5,0.11,completed,Miami,FL,USA,450.3
O100374,2025-06-24 16:56:47,C0388,S-VJLZFF,Apparel,Search,56.84,4,0.09,processing,Phoenix,AZ,USA,206.9
O101416,2025-06-24 17:11:43,C0380,S-O4KVFF,Apparel,Direct,15.07,3,0.21,completed,New York,NY,USA,35.72
O101157,2025-06-24 17:45:49,C0054,S-VJZ09O,Home,Search,23.05,4,0.19,completed,Austin,TX,USA,74.68
O101358,2025-06-24 19:31:45,C0387,S-4IQZ6D,Electronics,Social,127.44,4,0.17,processing,Phoenix,AZ,USA,423.1
O100996,2025-06-24 20:21:45,C0063,S-UY5EVS,Beauty,Social,42.56,2,0.07,completed,Los Angeles,CA,USA,79.16
O101075,2025-06-24 21:43:52,C0119,S-0T7DVO,Beauty,Affiliate,22.72,2,0.14,completed,Denver,CO,USA,39.08
O100921,2025-06-24 22:07:51,C0269,S-1P778R,Apparel,Direct,19.0,4,0.01,completed,Phoenix,AZ,USA,75.24
O100236,2025-06-24 23:32:00,C0351,S-DIXFWU,Home,Social,90.58,5,0.21,processing,Miami,FL,USA,357.79
O100831,2025-06-25 05:36:19,C0045,S-VL9E9Z,Apparel,Affiliate,47.38,2,0.17,completed,Denver,CO,USA,78.65
O100064,2025-06-25 05:53:36,C0463,S-0JV1V9,Beauty,Direct,42.47,4,0.2,completed,Chicago,IL,USA,135.9
O100601,2025-06-25 05:58:51,C0007,S-DBXVH7,Electronics,Search,180.34,3,0.1,completed,Boston,MA,USA,486.92
O100542,2025-06-25 06:09:28,C0311,S-LBM2QS,Apparel,Social,26.43,4,0.15,completed,Chicago,IL,USA,89.86
O100911,2025-06-25 06:36:24,C0193,S-LX3F2X,Electronics,Search,182.32,3,0.08,completed,Phoenix,AZ,USA,503.2
O101374,2025-06-25 07:46:13,C0223,S-ZTHQSE,Beauty,Direct,55.11,5,0.19,completed,Phoenix,AZ,USA,223.2
O101131,2025-06-25 10:11:11,C0254,S-UBLBV0,Beauty,Search,26.53,4,0.1,completed,New York,NY,USA,95.51
O100643,2025-06-25 10:53:56,C0462,S-0CHQI0,Beauty,Affiliate,14.33,2,0.03,completed,New York,NY,USA,27.8
O100195,2025-06-25 13:09:41,C0034,S-LSEHUD,Home,Affiliate,51.32,1,0.12,completed,Los Angeles,CA,USA,45.16
O100018,2025-06-25 13:13:42,C0204,S-GDPPQ0,Home,Marketplace,49.68,3,,completed,Denver,CO,USA,149.04
O101099,2025-06-25 14:33:50,C0206,S-WRR513,Electronics,Search,59.51,1,0.0,cancelled,Austin,TX,USA,59.51
O100821,2025-06-25 15:01:50,C0401,S-YIR02M,sports,Marketplace,117.4,5,0.06,completed,New York,NY,USA,551.78
O100631,2025-06-25 16:48:16,C0161,S-5EQ4PB,Electronics,Social,65.3,3,0.05,completed,Austin,TX,USA,186.1
O100362,2025-06-25 17:03:15,C0497,S-QVS8A0,Home,Direct,60.71,4,,completed,Los Angeles,CA,USA,242.84
O100378,2025-06-25 17:49:11,C0301,S-IB5N2E,Electronics,Social,78.64,2,0.0,completed,Los Angeles,CA,USA,157.28
O100447,2025-06-25 19:10:44,C0007,S-BTGDJZ,Beauty,Search,19.59,3,0.16,completed,Boston,MA,USA,49.37
O100209,2025-06-25 19:32:15,C0068,S-016ZZO,Electronics,Direct,100.47,5,0.25,completed,Boston,MA,USA,376.76
O100719,2025-06-25 19:40:47,C0136,S-2RZV1S,Apparel,Direct,37.38,5,0.15,completed,Miami,FL,USA,158.87
O100430,2025-06-25 20:03:34,C0218,S-GEUIDJ,Electronics,Direct,211.48,2,,completed,Austin,TX,USA,422.96
O100774,2025-06-25 20:11:58,C0485,S-99U26U,Apparel,Direct,81.44,4,0.03,processing,New York,NY,USA,315.99
O100446,2025-06-25 20:40:09,C0343,S-GCEDQQ,Beauty,Email,15.09,4,0.0,completed,Austin,TX,USA,60.36
O100669,2025-06-25 21:27:53,C0071,S-K5W1JL,Sports,Direct,57.86,2,0.3,processing,Austin,TX,USA,81.0
O100492,2025-06-25 23:16:21,C0239,S-RFIO87,Sports,Search,59.23,4,,completed,Seattle,WA,USA,236.92
O100773,2025-06-25 23:20:43,C0428,S-PYO2TL,Electronics,Social,44.23,5,,processing,Austin,TX,USA,221.15
O100069,2025-06-26 00:19:14,C0369,S-8D1WJC,Electronics,Email,87.58,2,0.11,completed,Denver,CO,USA,155.89
O100652,2025-06-26 02:19:09,C0325,S-B02B7Y,Electronics,Direct,81.41,5,0.15,completed,Miami,FL,USA,345.99
O100081,2025-06-26 02:47:45,C0370,S-5J2O7S,Beauty,Direct,12.77,5,0.14,completed,Phoenix,AZ,USA,54.91
O101139,2025-06-26 04:52:49,C0163,S-NKLYBW,Electronics,Direct,140.24,3,0.18,completed,San Francisco,CA,USA,344.99
O100515,2025-06-26 05:31:44,C0249,S-KB9W4U,Apparel,Email,31.94,5,0.12,returned,Chicago,IL,USA,140.54
O100986,2025-06-26 06:06:45,C0334,S-DA7FYS,Electronics,Email,126.14,1,0.15,completed,Boston,MA,USA,107.22
O101404,2025-06-26 06:07:38,C0472,S-WNQMWM,Apparel,Direct,74.68,1,0.25,completed,Phoenix,AZ,USA,56.01
O101431,2025-06-26 08:39:17,C0174,S-TT1BLO,Home,Social,58.67,4,0.07,completed,Denver,CO,USA,218.25
O100246,2025-06-26 08:49:56,C0317,S-YX9TRF,Electronics,Direct,177.14,1,0.11,completed,Miami,FL,USA,157.65
O100339,2025-06-26 08:50:39,C0241,S-VG3KK0,Home,Direct,31.52,2,0.02,cancelled,Austin,TX,USA,61.78
O100298,2025-06-26 11:58:12,C0441,S-CFZFDS,Apparel,Search,47.95,4,0.06,completed,Denver,CO,USA,180.29
O101070,2025-06-26 11:58:24,C0004,S-LVA02D,Beauty,Marketplace,31.47,2,0.15,completed,Los Angeles,CA,USA,53.5
O101365,2025-06-26 12:46:59,C0487,S-F1R9CF,Home,Direct,108.82,2,,completed,Seattle,WA,USA,217.64
O101335,2025-06-26 13:14:51,C0411,S-J752H7,Beauty,Social,23.61,5,0.07,completed,Boston,MA,USA,109.79
O101236,2025-06-26 14:29:26,C0457,S-2UD79Z,Home,Search,64.43,3,0.11,completed,Seattle,WA,USA,172.03
O100186,2025-06-26 16:20:00,C0204,S-6G5G79,Apparel,Email,28.78,5,0.15,processing,Chicago,IL,USA,122.31
